PreownedWarrantyEligibility,UsedVehiclePrice,TitleStatus,Vin,TitleSubStatus,ConfigId,Wheel,Discount,VehicleMapId,AutoPilot,Range,isPremium,Paint,OptionCodeListWithPrice,Roof,isFirstRegistrationDate,DriveTrain,Badge,Year,DestinationHandlingFee,Battery,Odometer,isPanoramic,OptionCodeList,Decor,isAutopilot,ModelVariant,MetroId,OdometerType,Model,TradeInType,VehicleStatus,isFixedGlassRoof,OwnerShipTransferCount
Pre-Owned,51000,USED,5YJSA1H16EFP51945,Previous service/demo vehicle,11397691,WT19,,1014235,DA00,BR00,False,PBCW,MS03|STANDARD|69900;RENA|STANDARD|0;AD02|INCLUDED|0;AU00|INCLUDED|0;BC0B|INCLUDED|0;BS00|INCLUDED|0;BT85|OPTIONAL|10000;CDM0|INCLUDED|0;CH00|INCLUDED|0;PBCW|INCLUDED|0;CW00|INCLUDED|0;DA00|INCLUDED|0;DRLH|INCLUDED|0;DSH5|INCLUDED|0;DV2W|INCLUDED|0;FG01|INCLUDED|0;HP00|INCLUDED|0;IDPB|INCLUDED|0;IX00|INCLUDED|0;LP00|INCLUDED|0;PA00|INCLUDED|0;PF00|INCLUDED|0;PK01|INCLUDED|0;PS01|INCLUDED|0;PX00|INCLUDED|0;QPMT|OPTIONAL|1500;RFBK|INCLUDED|0;SC01|INCLUDED|0;SP00|INCLUDED|0;SR01|INCLUDED|0;SU00|INCLUDED|0;TM00|INCLUDED|0;TP01|OPTIONAL|3750;TR00|INCLUDED|0;UTMF|INCLUDED|0;WT19|INCLUDED|0;WTX1|INCLUDED|0;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X011|INCLUDED|0;X014|INCLUDED|0;X021|INCLUDED|0;X025|INCLUDED|0;X027|INCLUDED|0;X028|INCLUDED|0;X031|INCLUDED|0;X037|INCLUDED|0;YF00|INCLUDED|0,RFBK,False,DV2W,85,2014,,BT85,28804,False,"MS03,RENA,AD02,AU00,BC0B,BS00,BT85,CDM0,CH00,PBCW,CW00,DA00,DRLH,DSH5,DV2W,FG01,HP00,IDPB,IX00,LP00,PA00,PF00,PK01,PS01,PX00,QPMT,RFBK,SC01,SP00,SR01,SU00,TM00,TP01,TR00,UTMF,WT19,WTX1,X001,X003,X007,X011,X014,X021,X025,X027,X028,X031,X037,YF00",IDPB,False,ms,0,MILES,MODEL_S,,At service center,False,
Pre-Owned Extended,51500,USED,5YJSA1DP2CFS00466,Previous service/demo vehicle,49817,WT19,,1042342,DA00,BR00,False,,RENA|INCLUDED|0;AD02|INCLUDED|0;AF00|INCLUDED|0;AU01|INCLUDED|0;BC0B|INCLUDED|0;BP00|INCLUDED|0;BR00|INCLUDED|0;BT85|INCLUDED|0;CH01|INCLUDED|0;CW00|INCLUDED|0;DA00|INCLUDED|0;DRLH|INCLUDED|0;DV2W|INCLUDED|0;FG00|INCLUDED|0;HP00|INCLUDED|0;IDOM|INCLUDED|0;IZMT|INCLUDED|0;LP00|INCLUDED|0;PA00|INCLUDED|0;PF01|INCLUDED|0;PS01|INCLUDED|0;RFPO|OPTIONAL|1500;SC01|INCLUDED|0;SU01|INCLUDED|0;TM02|INCLUDED|0;TP01|INCLUDED|0;TR01|OPTIONAL|1500;UTMF|INCLUDED|0;WT19|INCLUDED|0;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X011|INCLUDED|0;X013|INCLUDED|0;X021|INCLUDED|0;X024|INCLUDED|0;MDLS|OPTIONAL|105400,RFPO,False,DV2W,P85,2012,,BT85,36220,True,"RENA,AD02,AF00,AU01,BC0B,BP00,BR00,BT85,CH01,CW00,DA00,DRLH,DV2W,FG00,HP00,IDOM,IZMT,LP00,PA00,PF01,PS01,RFPO,SC01,SU01,TM02,TP01,TR01,UTMF,WT19,X001,X003,X007,X011,X013,X021,X024,MDLS",IDOM,False,ms,0,MILES,MODEL_S,,At service center,False,
Pre-Owned Extended,51500,USED,5YJSA1DG6DFP14127,,131122,WT21,,1095224,DA00,BR00,False,PMTG,RENA|INCLUDED|0;AD02|INCLUDED|0;AF00|INCLUDED|0;AU00|INCLUDED|0;BC0B|INCLUDED|0;BP00|INCLUDED|0;BR00|INCLUDED|0;BS00|INCLUDED|0;BT60|INCLUDED|0;CH01|OPTIONAL|1500;PMTG|OPTIONAL|750;CW00|INCLUDED|0;DA00|INCLUDED|0;DRLH|INCLUDED|0;DV2W|INCLUDED|0;FG00|INCLUDED|0;HP00|INCLUDED|0;IDLW|INCLUDED|0;IPMT|OPTIONAL|1500;LP00|INCLUDED|0;PA00|INCLUDED|0;PF00|INCLUDED|0;PK00|INCLUDED|0;PS01|INCLUDED|0;RFPO|OPTIONAL|1500;SC01|OPTIONAL|2000;SP00|INCLUDED|0;SU01|OPTIONAL|1500;TM00|INCLUDED|0;TP01|OPTIONAL|3750;TR00|INCLUDED|0;UTMF|INCLUDED|0;WT21|OPTIONAL|3500;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X009|INCLUDED|0;X011|INCLUDED|0;X014|INCLUDED|0;X020|INCLUDED|0;X025|INCLUDED|0;X027|INCLUDED|0;X031|INCLUDED|0;YF00|INCLUDED|0;MDLS|OPTIONAL|69900,RFPO,False,DV2W,60,2013,,BT60,35834,True,"RENA,AD02,AF00,AU00,BC0B,BP00,BR00,BS00,BT60,CH01,PMTG,CW00,DA00,DRLH,DV2W,FG00,HP00,IDLW,IPMT,LP00,PA00,PF00,PK00,PS01,RFPO,SC01,SP00,SU01,TM00,TP01,TR00,UTMF,WT21,X001,X003,X007,X009,X011,X014,X020,X025,X027,X031,YF00,MDLS",IDLW,False,ms,0,MILES,MODEL_S,,At service center,False,
Pre-Owned,51500,USED,5YJSA1DN4DFP17526,,136575,WT19,,1074886,DA00,BR00,False,PPMR,RENA|INCLUDED|0;AD02|INCLUDED|0;AF00|INCLUDED|0;AU01|OPTIONAL|950;BC0B|INCLUDED|0;BP00|INCLUDED|0;BR00|INCLUDED|0;BS00|INCLUDED|0;BT85|OPTIONAL|10000;CH01|OPTIONAL|1500;PPMR|OPTIONAL|1500;CW00|INCLUDED|0;DA00|INCLUDED|0;DRLH|INCLUDED|0;DV2W|INCLUDED|0;FG00|INCLUDED|0;HP00|INCLUDED|0;IDOG|INCLUDED|0;IPMT|OPTIONAL|1500;LP00|INCLUDED|0;PA00|INCLUDED|0;PF00|INCLUDED|0;PK00|INCLUDED|0;PS01|INCLUDED|0;RFBC|INCLUDED|0;SC01|INCLUDED|0;SP00|INCLUDED|0;SU00|INCLUDED|0;TM00|INCLUDED|0;TP01|OPTIONAL|3750;TR00|INCLUDED|0;UTMF|INCLUDED|0;WT19|INCLUDED|0;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X009|INCLUDED|0;X011|INCLUDED|0;X013|INCLUDED|0;X020|INCLUDED|0;X025|INCLUDED|0;X027|INCLUDED|0;X031|INCLUDED|0;YF00|INCLUDED|0;MDLS|OPTIONAL|69900,RFBC,False,DV2W,85,2013,,BT85,28293,False,"RENA,AD02,AF00,AU01,BC0B,BP00,BR00,BS00,BT85,CH01,PPMR,CW00,DA00,DRLH,DV2W,FG00,HP00,IDOG,IPMT,LP00,PA00,PF00,PK00,PS01,RFBC,SC01,SP00,SU00,TM00,TP01,TR00,UTMF,WT19,X001,X003,X007,X009,X011,X013,X020,X025,X027,X031,YF00,MDLS",IDOG,False,ms,0,MILES,MODEL_S,,At service center,False,
Pre-Owned Extended,51500,USED,5YJSA1CN9DFP21864,Previous service/demo vehicle,141995,WTSP,,970960,DA00,BR00,False,PBSB,MS02|STANDARD|69900;RENA|STANDARD|0;AD02|INCLUDED|0;AU01|OPTIONAL|2500;BS00|INCLUDED|0;BT85|OPTIONAL|10000;CH00|INCLUDED|0;PBSB|INCLUDED|0;CW00|INCLUDED|0;DRLH|INCLUDED|0;FG02|INCLUDED|0;HP00|INCLUDED|0;IDCF|OPTIONAL|800;IX01|OPTIONAL|2500;LP00|INCLUDED|0;PA00|INCLUDED|0;PF00|INCLUDED|0;PK00|INCLUDED|0;PS01|INCLUDED|0;PX00|INCLUDED|0;QXMG|OPTIONAL|1500;RFPO|OPTIONAL|2500;SC01|INCLUDED|0;SP00|INCLUDED|0;SU00|INCLUDED|0;TM00|INCLUDED|0;TP01|OPTIONAL|3500;TR00|INCLUDED|0;UTMF|INCLUDED|0;WTSP|OPTIONAL|4500;WTX0|INCLUDED|0;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X037|INCLUDED|0;X011|INCLUDED|0;X013|INCLUDED|0;X021|INCLUDED|0;X025|INCLUDED|0;X027|INCLUDED|0;X031|INCLUDED|0;YF00|INCLUDED|0,RFPO,False,DV2W,85,2013,,BT85,53070,True,"MS02,RENA,AD02,AU01,BS00,BT85,CH00,PBSB,CW00,DRLH,FG02,HP00,IDCF,IX01,LP00,PA00,PF00,PK00,PS01,PX00,QXMG,RFPO,SC01,SP00,SU00,TM00,TP01,TR00,UTMF,WTSP,WTX0,X001,X003,X007,X037,X011,X013,X021,X025,X027,X031,YF00",IDCF,False,ms,0,MILES,MODEL_S,,At service center,False,
Pre-Owned,51500,USED,5YJSA1S18EFP30457,,11353885,WT19,,1113762,DA00,BR00,False,PMMB,RENA|INCLUDED|0;AD02|INCLUDED|0;AF00|INCLUDED|0;AU01|OPTIONAL|2500;BC0B|INCLUDED|0;BP00|INCLUDED|0;BR00|INCLUDED|0;BS00|INCLUDED|0;BT60|INCLUDED|0;CH00|INCLUDED|0;PMMB|OPTIONAL|750;CW00|INCLUDED|0;DA00|INCLUDED|0;DRLH|INCLUDED|0;DV2W|INCLUDED|0;FG01|INCLUDED|0;HP00|INCLUDED|0;IDPB|INCLUDED|0;IX00|INCLUDED|0;LP01|OPTIONAL|1000;PA00|INCLUDED|0;PF00|INCLUDED|0;PK01|INCLUDED|0;PS01|INCLUDED|0;PX00|INCLUDED|0;QPMT|OPTIONAL|1500;RFPO|OPTIONAL|2500;SC01|OPTIONAL|2000;SP00|INCLUDED|0;SU00|INCLUDED|0;TM00|INCLUDED|0;TP01|OPTIONAL|3500;TR00|INCLUDED|0;UTMF|INCLUDED|0;WT19|INCLUDED|0;WTX0|INCLUDED|0;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X009|INCLUDED|0;X011|INCLUDED|0;X013|INCLUDED|0;X021|INCLUDED|0;X025|INCLUDED|0;X027|INCLUDED|0;X028|INCLUDED|0;X031|INCLUDED|0;YF00|INCLUDED|0;MDLS|OPTIONAL|69900,RFPO,False,DV2W,60,2014,,BT60,20822,True,"RENA,AD02,AF00,AU01,BC0B,BP00,BR00,BS00,BT60,CH00,PMMB,CW00,DA00,DRLH,DV2W,FG01,HP00,IDPB,IX00,LP01,PA00,PF00,PK01,PS01,PX00,QPMT,RFPO,SC01,SP00,SU00,TM00,TP01,TR00,UTMF,WT19,WTX0,X001,X003,X007,X009,X011,X013,X021,X025,X027,X028,X031,YF00,MDLS",IDPB,False,ms,0,MILES,MODEL_S,,In-garage delivered,False,
Pre-Owned,51500,USED,5YJSA1H11EFP32476,Previous service/demo vehicle,11357077,WTSP,,1076012,DA00,BR00,False,PMSG,RENA|INCLUDED|0;AD02|INCLUDED|0;AF00|INCLUDED|0;AU00|INCLUDED|0;BC0B|INCLUDED|0;BP00|INCLUDED|0;BR00|INCLUDED|0;BS00|INCLUDED|0;BT85|OPTIONAL|10000;CH00|INCLUDED|0;PMSG|OPTIONAL|750;CW00|INCLUDED|0;DA00|INCLUDED|0;DRLH|INCLUDED|0;DV2W|INCLUDED|0;FG00|INCLUDED|0;HP00|INCLUDED|0;IDHG|OPTIONAL|650;IX00|INCLUDED|0;LP00|INCLUDED|0;PA00|INCLUDED|0;PF00|INCLUDED|0;PK00|INCLUDED|0;PS01|INCLUDED|0;PX00|INCLUDED|0;QPMG|OPTIONAL|1500;RFPO|OPTIONAL|2500;SC01|INCLUDED|0;SP00|INCLUDED|0;SU00|INCLUDED|0;TM00|INCLUDED|0;TP00|INCLUDED|0;TR00|INCLUDED|0;UTMF|INCLUDED|0;WTSP|OPTIONAL|4500;WTX0|INCLUDED|0;X002|INCLUDED|0;X004|INCLUDED|0;X008|INCLUDED|0;X010|INCLUDED|0;X012|INCLUDED|0;X014|INCLUDED|0;X021|INCLUDED|0;X025|INCLUDED|0;X026|INCLUDED|0;X028|INCLUDED|0;X030|INCLUDED|0;X040|INCLUDED|0;YF00|INCLUDED|0;MDLS|OPTIONAL|69900,RFPO,False,DV2W,85,2014,,BT85,33475,True,"RENA,AD02,AF00,AU00,BC0B,BP00,BR00,BS00,BT85,CH00,PMSG,CW00,DA00,DRLH,DV2W,FG00,HP00,IDHG,IX00,LP00,PA00,PF00,PK00,PS01,PX00,QPMG,RFPO,SC01,SP00,SU00,TM00,TP00,TR00,UTMF,WTSP,WTX0,X002,X004,X008,X010,X012,X014,X021,X025,X026,X028,X030,X040,YF00,MDLS",IDHG,False,ms,0,MILES,MODEL_S,,At service center,False,
Pre-Owned,51500,USED,5YJSA1H14EFP36120,,11372719,WT19,,1094271,DA00,BR00,False,PMMB,RENA|INCLUDED|0;AD02|INCLUDED|0;AF00|INCLUDED|0;AU01|OPTIONAL|2500;BC0B|INCLUDED|0;BP00|INCLUDED|0;BR00|INCLUDED|0;BS00|INCLUDED|0;BT85|OPTIONAL|10000;CH00|INCLUDED|0;PMMB|OPTIONAL|750;CW00|INCLUDED|0;DA00|INCLUDED|0;DRLH|INCLUDED|0;DV2W|INCLUDED|0;FG01|INCLUDED|0;HP00|INCLUDED|0;IDPB|INCLUDED|0;IX00|INCLUDED|0;LP00|INCLUDED|0;PA00|INCLUDED|0;PF00|INCLUDED|0;PK01|INCLUDED|0;PS01|INCLUDED|0;PX00|INCLUDED|0;QPMG|OPTIONAL|1500;RFPO|OPTIONAL|2500;SC01|INCLUDED|0;SP00|INCLUDED|0;SU00|INCLUDED|0;TM00|INCLUDED|0;TP01|OPTIONAL|3750;TR00|INCLUDED|0;UTMF|INCLUDED|0;WT19|INCLUDED|0;WTX1|INCLUDED|0;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X011|INCLUDED|0;X013|INCLUDED|0;X021|INCLUDED|0;X025|INCLUDED|0;X027|INCLUDED|0;X028|INCLUDED|0;X031|INCLUDED|0;X037|INCLUDED|0;YF00|INCLUDED|0;MDLS|OPTIONAL|69900,RFPO,False,DV2W,85,2014,,BT85,43183,True,"RENA,AD02,AF00,AU01,BC0B,BP00,BR00,BS00,BT85,CH00,PMMB,CW00,DA00,DRLH,DV2W,FG01,HP00,IDPB,IX00,LP00,PA00,PF00,PK01,PS01,PX00,QPMG,RFPO,SC01,SP00,SU00,TM00,TP01,TR00,UTMF,WT19,WTX1,X001,X003,X007,X011,X013,X021,X025,X027,X028,X031,X037,YF00,MDLS",IDPB,False,ms,0,MILES,MODEL_S,,In-garage delivered,False,
Pre-Owned,51500,USED,5YJSA1S10EFP38004,,11377384,WT19,,1102273,DA00,BR00,False,PPMR,RENA|INCLUDED|0;AD02|INCLUDED|0;AF00|INCLUDED|0;AU00|INCLUDED|0;BC0B|INCLUDED|0;BP00|INCLUDED|0;BR00|INCLUDED|0;BS00|INCLUDED|0;BT60|INCLUDED|0;CDM0|INCLUDED|0;CH00|INCLUDED|0;PPMR|OPTIONAL|1500;CW00|INCLUDED|0;DA00|INCLUDED|0;DRLH|INCLUDED|0;DSH5|INCLUDED|0;DV2W|INCLUDED|0;FG01|INCLUDED|0;HP00|INCLUDED|0;IDPB|INCLUDED|0;IX00|INCLUDED|0;LP00|INCLUDED|0;PA00|INCLUDED|0;PF00|INCLUDED|0;PK01|INCLUDED|0;PS01|INCLUDED|0;PX00|INCLUDED|0;QPMT|OPTIONAL|1500;RFBC|INCLUDED|0;SC01|OPTIONAL|2000;SP00|INCLUDED|0;SR01|INCLUDED|0;SU00|INCLUDED|0;TM00|INCLUDED|0;TP01|OPTIONAL|3750;TR00|INCLUDED|0;UTMF|INCLUDED|0;WT19|INCLUDED|0;WTX0|INCLUDED|0;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X011|INCLUDED|0;X014|INCLUDED|0;X021|INCLUDED|0;X025|INCLUDED|0;X027|INCLUDED|0;X028|INCLUDED|0;X031|INCLUDED|0;X037|INCLUDED|0;YF01|INCLUDED|0;MDLS|OPTIONAL|69900,RFBC,False,DV2W,60,2014,,BT60,21359,False,"RENA,AD02,AF00,AU00,BC0B,BP00,BR00,BS00,BT60,CDM0,CH00,PPMR,CW00,DA00,DRLH,DSH5,DV2W,FG01,HP00,IDPB,IX00,LP00,PA00,PF00,PK01,PS01,PX00,QPMT,RFBC,SC01,SP00,SR01,SU00,TM00,TP01,TR00,UTMF,WT19,WTX0,X001,X003,X007,X011,X014,X021,X025,X027,X028,X031,X037,YF01,MDLS",IDPB,False,ms,0,MILES,MODEL_S,,At service center,False,
Pre-Owned,51500,USED,5YJSA1H10EFP38267,Previous service/demo vehicle,11377400,WTTB,,1118497,DA00,BR00,False,PMSS,RENA|INCLUDED|0;AD02|INCLUDED|0;AF00|INCLUDED|0;AU01|OPTIONAL|2500;BC0B|INCLUDED|0;BP00|INCLUDED|0;BR00|INCLUDED|0;BS00|INCLUDED|0;BT85|OPTIONAL|10000;CH00|INCLUDED|0;PMSS|OPTIONAL|750;CW00|INCLUDED|0;DA00|INCLUDED|0;DRLH|INCLUDED|0;DV2W|INCLUDED|0;FG01|INCLUDED|0;HP00|INCLUDED|0;IDHM|OPTIONAL|650;IX00|INCLUDED|0;LP00|INCLUDED|0;PA00|INCLUDED|0;PF00|INCLUDED|0;PK01|INCLUDED|0;PS01|INCLUDED|0;PX00|INCLUDED|0;QPMB|OPTIONAL|1500;RFPO|OPTIONAL|2500;SC01|INCLUDED|0;SP00|INCLUDED|0;SR01|INCLUDED|0;SU00|INCLUDED|0;TM00|INCLUDED|0;TP01|OPTIONAL|3750;TR00|INCLUDED|0;UTMF|INCLUDED|0;WTTB|OPTIONAL|2500;WTX1|INCLUDED|0;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X011|INCLUDED|0;X013|INCLUDED|0;X021|INCLUDED|0;X025|INCLUDED|0;X027|INCLUDED|0;X028|INCLUDED|0;X031|INCLUDED|0;X037|INCLUDED|0;YF00|INCLUDED|0;MDLS|OPTIONAL|69900,RFPO,False,DV2W,85,2014,,BT85,47332,True,"RENA,AD02,AF00,AU01,BC0B,BP00,BR00,BS00,BT85,CH00,PMSS,CW00,DA00,DRLH,DV2W,FG01,HP00,IDHM,IX00,LP00,PA00,PF00,PK01,PS01,PX00,QPMB,RFPO,SC01,SP00,SR01,SU00,TM00,TP01,TR00,UTMF,WTTB,WTX1,X001,X003,X007,X011,X013,X021,X025,X027,X028,X031,X037,YF00,MDLS",IDHM,False,ms,0,MILES,MODEL_S,,At service center,False,
Pre-Owned,51500,USED,5YJSA1S13EFP42984,,11380166,WT19,,1095221,DA00,BR00,False,PMMB,RENA|INCLUDED|0;AD02|INCLUDED|0;AF00|INCLUDED|0;AU00|INCLUDED|0;BC0B|INCLUDED|0;BP00|INCLUDED|0;BR00|INCLUDED|0;BS00|INCLUDED|0;BT60|INCLUDED|0;CH01|OPTIONAL|1500;PMMB|OPTIONAL|750;CW01|OPTIONAL|750;DA00|INCLUDED|0;DRLH|INCLUDED|0;DV2W|INCLUDED|0;FG01|INCLUDED|0;HP00|INCLUDED|0;IDCF|OPTIONAL|800;IX00|INCLUDED|0;LP00|INCLUDED|0;PA00|INCLUDED|0;PF00|INCLUDED|0;PK01|INCLUDED|0;PS01|INCLUDED|0;PX00|INCLUDED|0;QPMB|OPTIONAL|1500;RFPO|OPTIONAL|2500;SC01|OPTIONAL|2000;SP00|INCLUDED|0;SR01|INCLUDED|0;SU00|INCLUDED|0;TM00|INCLUDED|0;TP01|OPTIONAL|3750;TR00|INCLUDED|0;UTMF|INCLUDED|0;WT19|INCLUDED|0;WTX0|INCLUDED|0;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X011|INCLUDED|0;X014|INCLUDED|0;X021|INCLUDED|0;X025|INCLUDED|0;X027|INCLUDED|0;X028|INCLUDED|0;X031|INCLUDED|0;X037|INCLUDED|0;YF00|INCLUDED|0;MDLS|OPTIONAL|69900,RFPO,False,DV2W,60,2014,,BT60,37162,True,"RENA,AD02,AF00,AU00,BC0B,BP00,BR00,BS00,BT60,CH01,PMMB,CW01,DA00,DRLH,DV2W,FG01,HP00,IDCF,IX00,LP00,PA00,PF00,PK01,PS01,PX00,QPMB,RFPO,SC01,SP00,SR01,SU00,TM00,TP01,TR00,UTMF,WT19,WTX0,X001,X003,X007,X011,X014,X021,X025,X027,X028,X031,X037,YF00,MDLS",IDCF,False,ms,0,MILES,MODEL_S,,At service center,False,
Pre-Owned,51500,USED,5YJSA1H11EFP52243,Previous service/demo vehicle,11395859,WT19,,875186,DA00,BR00,False,PMSS,MS03|STANDARD|69900;RENA|STANDARD|0;AD02|INCLUDED|0;AU00|INCLUDED|0;BC0B|INCLUDED|0;BS00|INCLUDED|0;BT85|OPTIONAL|10000;CDM0|INCLUDED|0;CH00|INCLUDED|0;PMSS|OPTIONAL|750;CW01|OPTIONAL|750;DRLH|INCLUDED|0;DSH5|INCLUDED|0;DV2W|INCLUDED|0;FG01|INCLUDED|0;HP00|INCLUDED|0;IDHM|OPTIONAL|650;IX00|INCLUDED|0;LP00|INCLUDED|0;PA00|INCLUDED|0;PF00|INCLUDED|0;PK01|INCLUDED|0;PS01|INCLUDED|0;PX00|INCLUDED|0;QPMB|OPTIONAL|1500;RFBC|INCLUDED|0;SC01|INCLUDED|0;SP00|INCLUDED|0;SR01|INCLUDED|0;SU01|OPTIONAL|2250;TM00|INCLUDED|0;TP01|OPTIONAL|3750;TR00|INCLUDED|0;UTMF|INCLUDED|0;WT19|INCLUDED|0;WTX0|INCLUDED|0;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X011|INCLUDED|0;X014|INCLUDED|0;X021|INCLUDED|0;X025|INCLUDED|0;X027|INCLUDED|0;X028|INCLUDED|0;X031|INCLUDED|0;X037|INCLUDED|0;YF00|INCLUDED|0,RFBC,False,DV2W,85,2014,,BT85,40105,False,"MS03,RENA,AD02,AU00,BC0B,BS00,BT85,CDM0,CH00,PMSS,CW01,DRLH,DSH5,DV2W,FG01,HP00,IDHM,IX00,LP00,PA00,PF00,PK01,PS01,PX00,QPMB,RFBC,SC01,SP00,SR01,SU01,TM00,TP01,TR00,UTMF,WT19,WTX0,X001,X003,X007,X011,X014,X021,X025,X027,X028,X031,X037,YF00",IDHM,False,ms,0,MILES,MODEL_S,,At service center,False,
Pre-Owned Extended,52000,USED,5YJSA1DN2CFS00319,Previous service/demo vehicle,47440,WT21,,331571,DA00,BR00,False,PMSS,MS01|STANDARD|95400;RENA|STANDARD|0;AD02|INCLUDED|0;AU01|INCLUDED|0;BS00|INCLUDED|0;BT85|INCLUDED|0;CH01|INCLUDED|0;PMSS|INCLUDED|0;DRLH|INCLUDED|0;HP00|INCLUDED|0;IDOM|INCLUDED|0;ISZW|INCLUDED|0;PA00|INCLUDED|0;PF00|INCLUDED|0;PS01|INCLUDED|0;RFPO|OPTIONAL|1500;SC01|INCLUDED|0;SP00|INCLUDED|0;SU01|INCLUDED|0;TM02|INCLUDED|0;TP01|INCLUDED|0;TR01|OPTIONAL|1500;WT21|INCLUDED|0;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X011|INCLUDED|0;X013|INCLUDED|0;X020|INCLUDED|0;X025|INCLUDED|0;YF00|INCLUDED|0,RFPO,False,DV2W,85,2012,,BT85,36988,True,"MS01,RENA,AD02,AU01,BS00,BT85,CH01,PMSS,DRLH,HP00,IDOM,ISZW,PA00,PF00,PS01,RFPO,SC01,SP00,SU01,TM02,TP01,TR01,WT21,X001,X003,X007,X011,X013,X020,X025,YF00",IDOM,False,ms,0,MILES,MODEL_S,,At service center,False,
Pre-Owned Extended,52000,USED,5YJSA1DP6CFS00812,Previous service/demo vehicle,57751,WTSP,,1132770,DA00,BR00,False,PBSB,RENA|INCLUDED|0;AD02|INCLUDED|0;AF00|INCLUDED|0;AU01|INCLUDED|0;BC0B|INCLUDED|0;BP00|INCLUDED|0;BR00|INCLUDED|0;BS00|INCLUDED|0;BT85|INCLUDED|0;CH01|INCLUDED|0;PBSB|INCLUDED|0;CW00|INCLUDED|0;DA00|INCLUDED|0;DRLH|INCLUDED|0;DV2W|INCLUDED|0;FG00|INCLUDED|0;HP00|INCLUDED|0;IDLW|INCLUDED|0;IZZW|INCLUDED|0;LP00|INCLUDED|0;PA00|INCLUDED|0;PF01|INCLUDED|0;PS01|INCLUDED|0;RFBC|INCLUDED|0;SC01|INCLUDED|0;SP00|INCLUDED|0;SU01|INCLUDED|0;TM02|INCLUDED|0;TP01|INCLUDED|0;TR01|OPTIONAL|1500;UTMF|INCLUDED|0;WTSP|INCLUDED|0;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X011|INCLUDED|0;X013|INCLUDED|0;X019|INCLUDED|0;X024|INCLUDED|0;YF00|INCLUDED|0;MDLS|OPTIONAL|105400,RFBC,False,DV2W,P85,2012,,BT85,28902,False,"RENA,AD02,AF00,AU01,BC0B,BP00,BR00,BS00,BT85,CH01,PBSB,CW00,DA00,DRLH,DV2W,FG00,HP00,IDLW,IZZW,LP00,PA00,PF01,PS01,RFBC,SC01,SP00,SU01,TM02,TP01,TR01,UTMF,WTSP,X001,X003,X007,X011,X013,X019,X024,YF00,MDLS",IDLW,False,ms,0,MILES,MODEL_S,,Pre-Owned Inspection Complete,False,
Pre-Owned Extended,52000,USED,5YJSA1DP8CFS00956,Previous service/demo vehicle,62717,WT21,,306377,DA00,BR00,False,PPSW,MS01|STANDARD|105400;RENA|STANDARD|0;AD02|INCLUDED|0;AU01|INCLUDED|0;BS00|INCLUDED|0;BT85|INCLUDED|0;CH01|INCLUDED|0;PPSW|INCLUDED|0;DRLH|INCLUDED|0;HP00|INCLUDED|0;IDOM|INCLUDED|0;IZZW|INCLUDED|0;PA00|INCLUDED|0;PF01|INCLUDED|0;PS01|INCLUDED|0;RFBC|INCLUDED|0;SC01|INCLUDED|0;SP00|INCLUDED|0;SU01|INCLUDED|0;TM02|INCLUDED|0;TP01|INCLUDED|0;TR01|OPTIONAL|1500;WT21|INCLUDED|0;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X011|INCLUDED|0;X013|INCLUDED|0;X021|INCLUDED|0;X024|INCLUDED|0;YF00|INCLUDED|0,RFBC,False,DV2W,P85,2012,,BT85,29475,False,"MS01,RENA,AD02,AU01,BS00,BT85,CH01,PPSW,DRLH,HP00,IDOM,IZZW,PA00,PF01,PS01,RFBC,SC01,SP00,SU01,TM02,TP01,TR01,WT21,X001,X003,X007,X011,X013,X021,X024,YF00",IDOM,False,ms,0,MILES,MODEL_S,,At service center,False,
