PreownedWarrantyEligibility,UsedVehiclePrice,TitleStatus,Vin,TitleSubStatus,ConfigId,Wheel,Discount,VehicleMapId,AutoPilot,Range,isPremium,Paint,OptionCodeListWithPrice,Roof,isFirstRegistrationDate,DriveTrain,Badge,Year,DestinationHandlingFee,Battery,Odometer,isPanoramic,OptionCodeList,Decor,isAutopilot,ModelVariant,MetroId,OdometerType,Model,TradeInType,VehicleStatus,isFixedGlassRoof,OwnerShipTransferCount
Pre-Owned Extended,52000,USED,5YJSA1DN5CFS01030,Previous service/demo vehicle,81290,WT19,,309534,DA00,BR00,False,PPSR,MS01|STANDARD|95400;RENA|STANDARD|0;AD02|INCLUDED|0;AU01|INCLUDED|0;BS00|INCLUDED|0;BT85|INCLUDED|0;CH01|INCLUDED|0;PPSR|INCLUDED|0;DRLH|INCLUDED|0;HP00|INCLUDED|0;IDOG|INCLUDED|0;ISMT|INCLUDED|0;PA00|INCLUDED|0;PF00|INCLUDED|0;PS01|INCLUDED|0;RFPO|OPTIONAL|1500;SC01|INCLUDED|0;SP00|INCLUDED|0;SU01|INCLUDED|0;TM02|INCLUDED|0;TP01|INCLUDED|0;TR00|INCLUDED|0;WT19|INCLUDED|0;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X011|INCLUDED|0;X013|INCLUDED|0;X020|INCLUDED|0;X025|INCLUDED|0;YF00|INCLUDED|0,RFPO,False,DV2W,85,2012,,BT85,36197,True,"MS01,RENA,AD02,AU01,BS00,BT85,CH01,PPSR,DRLH,HP00,IDOG,ISMT,PA00,PF00,PS01,RFPO,SC01,SP00,SU01,TM02,TP01,TR00,WT19,X001,X003,X007,X011,X013,X020,X025,YF00",IDOG,False,ms,0,MILES,MODEL_S,,At service center,False,
Pre-Owned Extended,52000,USED,5YJSA1CN8DFP12847,Previous service/demo vehicle,125395,WT21,,1001052,DA00,BR00,False,PMSS,MS02|STANDARD|69900;RENA|STANDARD|0;AD02|INCLUDED|0;AU01|OPTIONAL|950;BT85|OPTIONAL|10000;CH00|INCLUDED|0;PMSS|OPTIONAL|750;DRLH|INCLUDED|0;HP00|INCLUDED|0;IDLW|INCLUDED|0;IPMT|OPTIONAL|1500;PA00|INCLUDED|0;PF00|INCLUDED|0;PS01|INCLUDED|0;RFPO|OPTIONAL|1500;SC01|INCLUDED|0;SU01|OPTIONAL|1500;TM00|INCLUDED|0;TP01|OPTIONAL|3750;TR00|INCLUDED|0;WT21|OPTIONAL|3500;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X011|INCLUDED|0;X013|INCLUDED|0;X020|INCLUDED|0;X025|INCLUDED|0,RFPO,False,DV2W,85,2013,,BT85,30742,True,"MS02,RENA,AD02,AU01,BT85,CH00,PMSS,DRLH,HP00,IDLW,IPMT,PA00,PF00,PS01,RFPO,SC01,SU01,TM00,TP01,TR00,WT21,X001,X003,X007,X011,X013,X020,X025",IDLW,False,ms,0,MILES,MODEL_S,,At service center,False,
Pre-Owned Extended,52000,USED,5YJSA1DN7DFP13602,,126810,WT19,,1124504,DA00,BR00,False,PMMB,RENA|INCLUDED|0;AD02|INCLUDED|0;AF00|INCLUDED|0;AU00|INCLUDED|0;BC0B|INCLUDED|0;BP00|INCLUDED|0;BR00|INCLUDED|0;BT85|OPTIONAL|10000;CH01|OPTIONAL|1500;PMMB|OPTIONAL|750;CW00|INCLUDED|0;DA00|INCLUDED|0;DRLH|INCLUDED|0;DV2W|INCLUDED|0;FG00|INCLUDED|0;HP00|INCLUDED|0;IDOG|INCLUDED|0;IPMT|OPTIONAL|1500;LP00|INCLUDED|0;PA01|OPTIONAL|950;PF00|INCLUDED|0;PS01|INCLUDED|0;RFBC|INCLUDED|0;SC01|INCLUDED|0;SU01|OPTIONAL|1500;TM00|INCLUDED|0;TP01|OPTIONAL|3750;TR00|INCLUDED|0;UTMF|INCLUDED|0;WT19|INCLUDED|0;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X009|INCLUDED|0;X011|INCLUDED|0;X014|INCLUDED|0;X020|INCLUDED|0;X025|INCLUDED|0;X027|INCLUDED|0;X031|INCLUDED|0;YF00|INCLUDED|0;MDLS|OPTIONAL|69900,RFBC,False,DV2W,85,2013,,BT85,21399,False,"RENA,AD02,AF00,AU00,BC0B,BP00,BR00,BT85,CH01,PMMB,CW00,DA00,DRLH,DV2W,FG00,HP00,IDOG,IPMT,LP00,PA01,PF00,PS01,RFBC,SC01,SU01,TM00,TP01,TR00,UTMF,WT19,X001,X003,X007,X009,X011,X014,X020,X025,X027,X031,YF00,MDLS",IDOG,False,ms,0,MILES,MODEL_S,,At service center,False,
Pre-Owned Extended,52000,USED,5YJSA1CP6DFP21239,Previous service/demo vehicle,141481,WTTB,,916227,DA00,BR00,False,PMSG,MS02|STANDARD|69900;RENA|STANDARD|0;AD02|INCLUDED|0;AU01|OPTIONAL|2500;BS00|INCLUDED|0;CH00|INCLUDED|0;PMSG|OPTIONAL|750;CW01|OPTIONAL|750;DRLH|INCLUDED|0;FG02|INCLUDED|0;HP00|INCLUDED|0;IDOM|OPTIONAL|650;IX00|INCLUDED|0;LP01|OPTIONAL|1000;PA00|INCLUDED|0;PBT85|OPTIONAL|20000;PF01|INCLUDED|0;PK01|INCLUDED|0;PS01|INCLUDED|0;PX00|INCLUDED|0;QPMT|OPTIONAL|1500;RFPO|OPTIONAL|2500;SC01|INCLUDED|0;SP00|INCLUDED|0;SU01|OPTIONAL|2250;TM00|INCLUDED|0;TP01|OPTIONAL|3500;TR01|OPTIONAL|2500;UTMF|INCLUDED|0;WTTB|OPTIONAL|2500;WTX0|INCLUDED|0;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X037|INCLUDED|0;X011|INCLUDED|0;X013|INCLUDED|0;X021|INCLUDED|0;X024|INCLUDED|0;X027|INCLUDED|0;X028|INCLUDED|0;X031|INCLUDED|0;YF00|INCLUDED|0,RFPO,False,DV2W,P85,2013,,BT85,54084,True,"MS02,RENA,AD02,AU01,BS00,CH00,PMSG,CW01,DRLH,FG02,HP00,IDOM,IX00,LP01,PA00,PBT85,PF01,PK01,PS01,PX00,QPMT,RFPO,SC01,SP00,SU01,TM00,TP01,TR01,UTMF,WTTB,WTX0,X001,X003,X007,X037,X011,X013,X021,X024,X027,X028,X031,YF00",IDOM,False,ms,0,MILES,MODEL_S,,In-garage delivered,False,
Pre-Owned Extended,52000,USED,5YJSA1H16EFP35356,Previous service/demo vehicle,11357580,WT19,,974846,DA00,BR00,False,PBCW,MS03|STANDARD|69900;RENA|STANDARD|0;AD02|INCLUDED|0;AU01|OPTIONAL|2500;BC0B|INCLUDED|0;BS00|INCLUDED|0;BT85|OPTIONAL|10000;CH01|INCLUDED|0;PBCW|INCLUDED|0;CW01|OPTIONAL|750;DRLH|INCLUDED|0;FG02|INCLUDED|0;HP00|INCLUDED|0;HP03|INCLUDED|0;IDHM|OPTIONAL|650;IX00|INCLUDED|0;LP01|OPTIONAL|1000;PA00|INCLUDED|0;PF00|INCLUDED|0;PK01|INCLUDED|0;PS01|INCLUDED|0;PX00|INCLUDED|0;QZMG|OPTIONAL|2500;RFPO|OPTIONAL|2500;SC01|INCLUDED|0;SP00|INCLUDED|0;SU01|OPTIONAL|2250;TM00|INCLUDED|0;TP01|OPTIONAL|3750;TR00|INCLUDED|0;UTMF|INCLUDED|0;WT19|INCLUDED|0;WTX1|INCLUDED|0;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X011|INCLUDED|0;X013|INCLUDED|0;X021|INCLUDED|0;X025|INCLUDED|0;X027|INCLUDED|0;X028|INCLUDED|0;X031|INCLUDED|0;X037|INCLUDED|0;YF01|INCLUDED|0,RFPO,False,DV2W,85,2014,,BT85,54366,True,"MS03,RENA,AD02,AU01,BC0B,BS00,BT85,CH01,PBCW,CW01,DRLH,FG02,HP00,HP03,IDHM,IX00,LP01,PA00,PF00,PK01,PS01,PX00,QZMG,RFPO,SC01,SP00,SU01,TM00,TP01,TR00,UTMF,WT19,WTX1,X001,X003,X007,X011,X013,X021,X025,X027,X028,X031,X037,YF01",IDHM,False,ms,0,MILES,MODEL_S,,At service center,False,
Pre-Owned,52000,USED,5YJSA1H13EFP34083,,11364588,WT19,,1087169,DA00,BR00,False,PMSG,RENA|INCLUDED|0;AD02|INCLUDED|0;AF00|INCLUDED|0;AU01|OPTIONAL|2500;BC0B|INCLUDED|0;BP00|INCLUDED|0;BR00|INCLUDED|0;BS00|INCLUDED|0;BT85|OPTIONAL|10000;CH00|INCLUDED|0;PMSG|OPTIONAL|750;CW01|OPTIONAL|750;DA00|INCLUDED|0;DRLH|INCLUDED|0;DV2W|INCLUDED|0;FG01|INCLUDED|0;HP00|INCLUDED|0;IDHM|OPTIONAL|650;IX00|INCLUDED|0;LP01|OPTIONAL|1000;PA00|INCLUDED|0;PF00|INCLUDED|0;PK01|INCLUDED|0;PS01|INCLUDED|0;PX00|INCLUDED|0;QPMT|OPTIONAL|1500;RFBC|INCLUDED|0;SC01|INCLUDED|0;SP00|INCLUDED|0;SU00|INCLUDED|0;TM00|INCLUDED|0;TP01|OPTIONAL|3750;TR00|INCLUDED|0;UTMF|INCLUDED|0;WT19|INCLUDED|0;WTX1|INCLUDED|0;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X011|INCLUDED|0;X013|INCLUDED|0;X021|INCLUDED|0;X025|INCLUDED|0;X027|INCLUDED|0;X028|INCLUDED|0;X031|INCLUDED|0;X037|INCLUDED|0;YF00|INCLUDED|0;MDLS|OPTIONAL|69900,RFBC,False,DV2W,85,2014,,BT85,38705,False,"RENA,AD02,AF00,AU01,BC0B,BP00,BR00,BS00,BT85,CH00,PMSG,CW01,DA00,DRLH,DV2W,FG01,HP00,IDHM,IX00,LP01,PA00,PF00,PK01,PS01,PX00,QPMT,RFBC,SC01,SP00,SU00,TM00,TP01,TR00,UTMF,WT19,WTX1,X001,X003,X007,X011,X013,X021,X025,X027,X028,X031,X037,YF00,MDLS",IDHM,False,ms,0,MILES,MODEL_S,,At service center,False,
Pre-Owned,52000,USED,5YJSA1S19EFP33111,,11365552,WTTB,,1078213,DA00,BR00,False,PPSW,RENA|INCLUDED|0;AD02|INCLUDED|0;AF00|INCLUDED|0;AU01|OPTIONAL|2500;BC0B|INCLUDED|0;BP00|INCLUDED|0;BR00|INCLUDED|0;BS00|INCLUDED|0;BT60|INCLUDED|0;CH00|INCLUDED|0;PPSW|OPTIONAL|1500;CW00|INCLUDED|0;DA00|INCLUDED|0;DRLH|INCLUDED|0;DV2W|INCLUDED|0;FG01|INCLUDED|0;HP00|INCLUDED|0;IDPB|INCLUDED|0;IX00|INCLUDED|0;LP00|INCLUDED|0;PA00|INCLUDED|0;PF00|INCLUDED|0;PK00|INCLUDED|0;PS01|INCLUDED|0;PX00|INCLUDED|0;QZMB|OPTIONAL|2500;RFPO|OPTIONAL|2500;SC01|OPTIONAL|2000;SP00|INCLUDED|0;SU01|OPTIONAL|2250;TM00|INCLUDED|0;TP01|OPTIONAL|3750;TR00|INCLUDED|0;UTMF|INCLUDED|0;WTTB|OPTIONAL|2500;WTX0|INCLUDED|0;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X011|INCLUDED|0;X013|INCLUDED|0;X021|INCLUDED|0;X025|INCLUDED|0;X027|INCLUDED|0;X029|INCLUDED|0;X031|INCLUDED|0;X037|INCLUDED|0;YF01|INCLUDED|0;MDLS|OPTIONAL|69900,RFPO,False,DV2W,60,2014,,BT60,45603,True,"RENA,AD02,AF00,AU01,BC0B,BP00,BR00,BS00,BT60,CH00,PPSW,CW00,DA00,DRLH,DV2W,FG01,HP00,IDPB,IX00,LP00,PA00,PF00,PK00,PS01,PX00,QZMB,RFPO,SC01,SP00,SU01,TM00,TP01,TR00,UTMF,WTTB,WTX0,X001,X003,X007,X011,X013,X021,X025,X027,X029,X031,X037,YF01,MDLS",IDPB,False,ms,0,MILES,MODEL_S,,At service center,False,
Pre-Owned Extended,52000,USED,5YJSA1H13EFP34004,Previous service/demo vehicle,11366946,WT19,,1001762,DA00,BR00,False,PMTG,MS03|STANDARD|69900;RENA|STANDARD|0;AD02|INCLUDED|0;AF00|INCLUDED|0;AU01|OPTIONAL|2500;BC0B|INCLUDED|0;BS00|INCLUDED|0;BT85|OPTIONAL|10000;CH01|INCLUDED|0;PMTG|OPTIONAL|750;CW00|INCLUDED|0;DRLH|INCLUDED|0;FG02|INCLUDED|0;HP00|INCLUDED|0;HP03|INCLUDED|0;IDCF|OPTIONAL|800;IX01|OPTIONAL|2500;LP01|OPTIONAL|1000;PA00|INCLUDED|0;PF00|INCLUDED|0;PK01|INCLUDED|0;PS01|INCLUDED|0;PX00|INCLUDED|0;QYMG|OPTIONAL|2500;RFBC|INCLUDED|0;SC01|INCLUDED|0;SP00|INCLUDED|0;SU01|OPTIONAL|2250;TM00|INCLUDED|0;TP01|OPTIONAL|3750;TR00|INCLUDED|0;UTAW|OPTIONAL|1500;WT19|INCLUDED|0;WTX1|INCLUDED|0;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X011|INCLUDED|0;X013|INCLUDED|0;X021|INCLUDED|0;X025|INCLUDED|0;X027|INCLUDED|0;X028|INCLUDED|0;X031|INCLUDED|0;X037|INCLUDED|0;YF00|INCLUDED|0,RFBC,False,DV2W,85,2014,,BT85,55068,False,"MS03,RENA,AD02,AF00,AU01,BC0B,BS00,BT85,CH01,PMTG,CW00,DRLH,FG02,HP00,HP03,IDCF,IX01,LP01,PA00,PF00,PK01,PS01,PX00,QYMG,RFBC,SC01,SP00,SU01,TM00,TP01,TR00,UTAW,WT19,WTX1,X001,X003,X007,X011,X013,X021,X025,X027,X028,X031,X037,YF00",IDCF,False,ms,0,MILES,MODEL_S,,At service center,False,
Pre-Owned Extended,52000,USED,5YJSA1H12EFP40893,,11381893,WTTB,,1040456,DA00,BR00,False,PMSG,MS03|STANDARD|69900;RENA|STANDARD|0;AD02|INCLUDED|0;AF00|INCLUDED|0;AU01|OPTIONAL|2500;BC0B|INCLUDED|0;BS00|INCLUDED|0;BT85|OPTIONAL|10000;CH01|OPTIONAL|1500;PMSG|OPTIONAL|750;CW00|INCLUDED|0;DRLH|INCLUDED|0;DV2W|INCLUDED|0;FG01|INCLUDED|0;HP00|INCLUDED|0;IDHM|OPTIONAL|650;IX00|INCLUDED|0;LP00|INCLUDED|0;PA00|INCLUDED|0;PF00|INCLUDED|0;PK01|INCLUDED|0;PS01|INCLUDED|0;PX00|INCLUDED|0;QPMB|OPTIONAL|1500;RFPO|OPTIONAL|2500;SC01|INCLUDED|0;SP00|INCLUDED|0;SR01|INCLUDED|0;SU00|INCLUDED|0;TM00|INCLUDED|0;TP01|OPTIONAL|3750;TR00|INCLUDED|0;UTMF|INCLUDED|0;WTTB|OPTIONAL|2500;WTX1|INCLUDED|0;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X011|INCLUDED|0;X013|INCLUDED|0;X021|INCLUDED|0;X025|INCLUDED|0;X027|INCLUDED|0;X028|INCLUDED|0;X031|INCLUDED|0;X037|INCLUDED|0;YF00|INCLUDED|0,RFPO,False,DV2W,85,2014,,BT85,51315,True,"MS03,RENA,AD02,AF00,AU01,BC0B,BS00,BT85,CH01,PMSG,CW00,DRLH,DV2W,FG01,HP00,IDHM,IX00,LP00,PA00,PF00,PK01,PS01,PX00,QPMB,RFPO,SC01,SP00,SR01,SU00,TM00,TP01,TR00,UTMF,WTTB,WTX1,X001,X003,X007,X011,X013,X021,X025,X027,X028,X031,X037,YF00",IDHM,False,ms,0,MILES,MODEL_S,,At service center,False,
Pre-Owned Extended,52000,USED,5YJSA1H11EFP41906,,11384442,WT19,,1107088,DA00,BR00,False,PMSS,RENA|INCLUDED|0;AD02|INCLUDED|0;AF00|INCLUDED|0;AU01|OPTIONAL|2500;BC0R|INCLUDED|0;BP00|INCLUDED|0;BR00|INCLUDED|0;BS00|INCLUDED|0;CH00|INCLUDED|0;PMSS|OPTIONAL|750;CW00|INCLUDED|0;DA00|INCLUDED|0;DRLH|INCLUDED|0;DV2W|INCLUDED|0;FG02|INCLUDED|0;HP00|INCLUDED|0;IDLW|OPTIONAL|650;IX00|INCLUDED|0;LP01|OPTIONAL|1000;PA00|INCLUDED|0;PBT85|OPTIONAL|23500;PF01|INCLUDED|0;PK01|INCLUDED|0;PS01|INCLUDED|0;PX00|INCLUDED|0;QPMB|OPTIONAL|1500;RFBC|INCLUDED|0;SC01|INCLUDED|0;SP00|INCLUDED|0;SR01|INCLUDED|0;SU01|OPTIONAL|2250;TM00|INCLUDED|0;TP01|OPTIONAL|3750;TR00|INCLUDED|0;UTAW|INCLUDED|0;WT19|INCLUDED|0;WTX1|INCLUDED|0;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X011|INCLUDED|0;X013|INCLUDED|0;X019|INCLUDED|0;X024|INCLUDED|0;X027|INCLUDED|0;X028|INCLUDED|0;X031|INCLUDED|0;X037|INCLUDED|0;YF00|INCLUDED|0;MDLS|OPTIONAL|69900,RFBC,False,DV2W,P85,2014,,BT85,56159,False,"RENA,AD02,AF00,AU01,BC0R,BP00,BR00,BS00,CH00,PMSS,CW00,DA00,DRLH,DV2W,FG02,HP00,IDLW,IX00,LP01,PA00,PBT85,PF01,PK01,PS01,PX00,QPMB,RFBC,SC01,SP00,SR01,SU01,TM00,TP01,TR00,UTAW,WT19,WTX1,X001,X003,X007,X011,X013,X019,X024,X027,X028,X031,X037,YF00,MDLS",IDLW,False,ms,0,MILES,MODEL_S,,At service center,False,
Pre-Owned,52300,USED,5YJSA1S19EFP33254,,11364404,WTSP,,1109212,DA00,BR00,False,PMSS,RENA|INCLUDED|0;AD02|INCLUDED|0;AF00|INCLUDED|0;AU01|OPTIONAL|2500;BC0B|INCLUDED|0;BP00|INCLUDED|0;BR00|INCLUDED|0;BS00|INCLUDED|0;BT60|INCLUDED|0;CH00|INCLUDED|0;PMSS|OPTIONAL|750;CW00|INCLUDED|0;DA00|INCLUDED|0;DRLH|INCLUDED|0;DV2W|INCLUDED|0;FG01|INCLUDED|0;HP00|INCLUDED|0;IDHM|OPTIONAL|650;IX00|INCLUDED|0;LP00|INCLUDED|0;PA00|INCLUDED|0;PF00|INCLUDED|0;PK01|INCLUDED|0;PS01|INCLUDED|0;PX00|INCLUDED|0;QPMB|OPTIONAL|1500;RFBC|INCLUDED|0;SC01|OPTIONAL|2000;SP00|INCLUDED|0;SU00|INCLUDED|0;TM00|INCLUDED|0;TP01|OPTIONAL|3750;TR00|INCLUDED|0;UTMF|INCLUDED|0;WTSP|OPTIONAL|4500;WTX0|INCLUDED|0;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X011|INCLUDED|0;X013|INCLUDED|0;X021|INCLUDED|0;X025|INCLUDED|0;X027|INCLUDED|0;X028|INCLUDED|0;X031|INCLUDED|0;X037|INCLUDED|0;YF00|INCLUDED|0;MDLS|OPTIONAL|69900,RFBC,False,DV2W,60,2014,,BT60,28601,False,"RENA,AD02,AF00,AU01,BC0B,BP00,BR00,BS00,BT60,CH00,PMSS,CW00,DA00,DRLH,DV2W,FG01,HP00,IDHM,IX00,LP00,PA00,PF00,PK01,PS01,PX00,QPMB,RFBC,SC01,SP00,SU00,TM00,TP01,TR00,UTMF,WTSP,WTX0,X001,X003,X007,X011,X013,X021,X025,X027,X028,X031,X037,YF00,MDLS",IDHM,False,ms,0,MILES,MODEL_S,,At service center,False,
Pre-Owned Extended,52500,USED,5YJSA1DN5DFP04364,,58341,WT21,,1127069,DA00,BR00,False,PMSS,RENA|INCLUDED|0;AD02|INCLUDED|0;AF00|INCLUDED|0;AU01|OPTIONAL|950;BC0B|INCLUDED|0;BP00|INCLUDED|0;BR00|INCLUDED|0;BT85|OPTIONAL|10000;CH01|OPTIONAL|1500;PMSS|OPTIONAL|750;CW00|INCLUDED|0;DA00|INCLUDED|0;DRLH|INCLUDED|0;DV2W|INCLUDED|0;FG00|INCLUDED|0;HP00|INCLUDED|0;IDOG|INCLUDED|0;IPMG|OPTIONAL|1500;LP00|INCLUDED|0;PA00|INCLUDED|0;PF00|INCLUDED|0;PS01|INCLUDED|0;RFBC|INCLUDED|0;SC01|INCLUDED|0;SU01|OPTIONAL|1500;TM00|INCLUDED|0;TP01|OPTIONAL|3750;TR00|INCLUDED|0;UTMF|INCLUDED|0;WT21|OPTIONAL|3500;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X011|INCLUDED|0;X013|INCLUDED|0;X020|INCLUDED|0;X025|INCLUDED|0;MDLS|OPTIONAL|67400,RFBC,False,DV2W,85,2013,,BT85,25676,False,"RENA,AD02,AF00,AU01,BC0B,BP00,BR00,BT85,CH01,PMSS,CW00,DA00,DRLH,DV2W,FG00,HP00,IDOG,IPMG,LP00,PA00,PF00,PS01,RFBC,SC01,SU01,TM00,TP01,TR00,UTMF,WT21,X001,X003,X007,X011,X013,X020,X025,MDLS",IDOG,False,ms,0,MILES,MODEL_S,,At service center,False,
Pre-Owned Extended,52500,USED,5YJSA1DN9DFP13665,Previous service/demo vehicle,126114,WT21,,985365,DA00,BR00,False,PMSS,MS02|STANDARD|69900;RENA|STANDARD|0;AD02|INCLUDED|0;AU00|INCLUDED|0;BT85|OPTIONAL|10000;CH01|OPTIONAL|1500;PMSS|OPTIONAL|750;DRLH|INCLUDED|0;HP00|INCLUDED|0;IDOM|INCLUDED|0;IPMT|OPTIONAL|1500;PA00|INCLUDED|0;PF00|INCLUDED|0;PS01|INCLUDED|0;RFBC|INCLUDED|0;SC01|INCLUDED|0;SU01|OPTIONAL|1500;TM00|INCLUDED|0;TP01|OPTIONAL|3750;TR00|INCLUDED|0;WT21|OPTIONAL|3500;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X011|INCLUDED|0;X014|INCLUDED|0;X020|INCLUDED|0;X025|INCLUDED|0;X027|INCLUDED|0;X031|INCLUDED|0,RFBC,False,DV2W,85,2013,,BT85,28226,False,"MS02,RENA,AD02,AU00,BT85,CH01,PMSS,DRLH,HP00,IDOM,IPMT,PA00,PF00,PS01,RFBC,SC01,SU01,TM00,TP01,TR00,WT21,X001,X003,X007,X011,X014,X020,X025,X027,X031",IDOM,False,ms,0,MILES,MODEL_S,,Tesla Fleet Use,False,
Pre-Owned Extended,52500,USED,5YJSA1CP0DFP13556,,127222,WT21,,1112698,DA00,BR00,False,PPSW,RENA|INCLUDED|0;AD02|INCLUDED|0;AF00|INCLUDED|0;AU00|INCLUDED|0;BC0B|INCLUDED|0;BP00|INCLUDED|0;BR00|INCLUDED|0;BS00|INCLUDED|0;BT85|INCLUDED|0;CH00|INCLUDED|0;PPSW|OPTIONAL|1500;CW00|INCLUDED|0;DA00|INCLUDED|0;DRLH|INCLUDED|0;DV2W|INCLUDED|0;FG00|INCLUDED|0;HP00|INCLUDED|0;IDOG|INCLUDED|0;IZMT|INCLUDED|0;LP00|INCLUDED|0;PA00|INCLUDED|0;PF01|INCLUDED|0;PK00|INCLUDED|0;PS01|INCLUDED|0;PX00|INCLUDED|0;RFBC|INCLUDED|0;SC01|INCLUDED|0;SP00|INCLUDED|0;SU01|INCLUDED|0;TM00|INCLUDED|0;TP01|OPTIONAL|3750;TR00|INCLUDED|0;UTMF|INCLUDED|0;WT21|OPTIONAL|3500;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X011|INCLUDED|0;X014|INCLUDED|0;X021|INCLUDED|0;X024|INCLUDED|0;X027|INCLUDED|0;X031|INCLUDED|0;YF00|INCLUDED|0;MDLS|OPTIONAL|94900,RFBC,False,DV2W,P85,2013,,BT85,27035,False,"RENA,AD02,AF00,AU00,BC0B,BP00,BR00,BS00,BT85,CH00,PPSW,CW00,DA00,DRLH,DV2W,FG00,HP00,IDOG,IZMT,LP00,PA00,PF01,PK00,PS01,PX00,RFBC,SC01,SP00,SU01,TM00,TP01,TR00,UTMF,WT21,X001,X003,X007,X011,X014,X021,X024,X027,X031,YF00,MDLS",IDOG,False,ms,0,MILES,MODEL_S,,At service center,False,
Pre-Owned,52500,USED,5YJSA1DN2DFP17699,,135484,WT19,,941694,DA00,BR00,False,PPMR,MS02|STANDARD|69900;RENA|STANDARD|0;AD02|INCLUDED|0;AU01|OPTIONAL|950;BS00|INCLUDED|0;BT85|OPTIONAL|10000;CH01|OPTIONAL|1500;PPMR|OPTIONAL|1500;CW00|INCLUDED|0;DRLH|INCLUDED|0;HP00|INCLUDED|0;IDLW|INCLUDED|0;IPMB|OPTIONAL|1500;LP00|INCLUDED|0;PA00|INCLUDED|0;PF00|INCLUDED|0;PK00|INCLUDED|0;PS01|INCLUDED|0;RFPO|OPTIONAL|1500;SC01|INCLUDED|0;SP00|INCLUDED|0;SU01|OPTIONAL|2250;TM00|INCLUDED|0;TP01|OPTIONAL|3750;TR01|OPTIONAL|1500;WT19|INCLUDED|0;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X037|INCLUDED|0;X011|INCLUDED|0;X013|INCLUDED|0;X020|INCLUDED|0;X025|INCLUDED|0;X027|INCLUDED|0;X031|INCLUDED|0;YF00|INCLUDED|0,RFPO,False,DV2W,85,2013,,BT85,35554,True,"MS02,RENA,AD02,AU01,BS00,BT85,CH01,PPMR,CW00,DRLH,HP00,IDLW,IPMB,LP00,PA00,PF00,PK00,PS01,RFPO,SC01,SP00,SU01,TM00,TP01,TR01,WT19,X001,X003,X007,X037,X011,X013,X020,X025,X027,X031,YF00",IDLW,False,ms,0,MILES,MODEL_S,,At service center,False,
Pre-Owned Extended,52500,USED,5YJSA1CP4DFP20381,,138829,WTAE,,962696,DA00,BR00,False,PPSW,MS02|STANDARD|69900;RENA|STANDARD|0;AD02|INCLUDED|0;AU00|INCLUDED|0;BS00|INCLUDED|0;CH00|INCLUDED|0;PPSW|OPTIONAL|1500;CW00|INCLUDED|0;DRLH|INCLUDED|0;FG01|INCLUDED|0;HP00|INCLUDED|0;IDCF|OPTIONAL|800;IX01|OPTIONAL|2500;LP01|OPTIONAL|1000;PA00|INCLUDED|0;PBT85|OPTIONAL|20000;PF01|INCLUDED|0;PK00|INCLUDED|0;PS01|INCLUDED|0;PX00|INCLUDED|0;QYMT|OPTIONAL|2500;RFPO|OPTIONAL|2500;SC01|INCLUDED|0;SP00|INCLUDED|0;SU01|OPTIONAL|2250;TM00|INCLUDED|0;TP01|OPTIONAL|3500;TR00|INCLUDED|0;UTAW|OPTIONAL|1500;WTAE|OPTIONAL|2500;WTX0|INCLUDED|0;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X037|INCLUDED|0;X011|INCLUDED|0;X014|INCLUDED|0;X019|OPTIONAL|1500;X024|INCLUDED|0;X027|INCLUDED|0;X028|INCLUDED|0;X031|INCLUDED|0;YF00|INCLUDED|0,RFPO,False,DV2W,P85,2013,,BT85,55152,True,"MS02,RENA,AD02,AU00,BS00,CH00,PPSW,CW00,DRLH,FG01,HP00,IDCF,IX01,LP01,PA00,PBT85,PF01,PK00,PS01,PX00,QYMT,RFPO,SC01,SP00,SU01,TM00,TP01,TR00,UTAW,WTAE,WTX0,X001,X003,X007,X037,X011,X014,X019,X024,X027,X028,X031,YF00",IDCF,False,ms,0,MILES,MODEL_S,,At service center,False,
